name,description,character,raw_html,role,count
Bond,"Unlocks potential in one's Aura-reading ability.
Allies' Auras  are revealed to you when they are within a range of 20/28/36 metres.
""We have to work as a team, I need you to survive so that I can survive!"" — Dwight Fairfield",Dwight,"<p>Unlocks potential in one's Aura-reading ability.
</p><p>Allies' <a href=""/Auras"" title=""Auras"">Auras</a> <a href=""/Auras"" title=""Auras""><img alt=""IconHelp auras.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/32px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/48px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/64px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4 2x""></a> are revealed to you when they are within a range of <span style=""color: #ab713c;""><b>20</b></span>/<span style=""color: #e8c252;""><b>28</b></span>/<span style=""color: #199b1e;""><b>36</b></span>&nbsp;metres.
</p><p><i><span style=""color: #e3d1b6;"">""We have to work as a team, I need you to survive so that I can survive!"" — Dwight Fairfield</span></i>
</p>",survivor,11
Borrowed Time,"You are fuelled with an unexpected energy when saving an Ally from a Hook within the Killer's Terror Radius.
After unhooking a Survivor within the Killer's Terror Radius, for 15 seconds, any damage taken that would put the unhooked Survivor into the Dying State will instead apply the Deep Wound  Status Effect. The Survivor has 10/15/20 seconds to mend themselves.
If the unhooked Survivor takes any damage while affected by Deep Wound or if its timer ends, the unhooked Survivor is immediately put into the Dying State .
""Probably stings like hell, but it ain't gonna kill ya. Up and at 'em soldier. Time to move!"" — Bill Overbeck
Unique to William ""Bill"" Overbeck until Level 35, at which point its Teachable version can then be learned and taught to the other Survivors.",Bill,"<p>You are fuelled with an unexpected energy when saving an Ally from a Hook within the Killer's <a href=""/Terror_Radius"" class=""mw-redirect"" title=""Terror Radius"">Terror Radius</a>.
</p><p>After unhooking a Survivor within the Killer's Terror Radius, for <b><span style=""color: #e8c252;"">15 seconds</span></b>, any damage taken that would put the unhooked Survivor into the Dying State will instead apply the <i><b><a href=""/Deep_Wound"" class=""mw-redirect"" title=""Deep Wound"">Deep Wound</a> <a href=""/Deep_Wound"" title=""Deep Wound""><img alt=""IconStatusEffects deepWound.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/3/3f/IconStatusEffects_deepWound.png/32px-IconStatusEffects_deepWound.png?version=0af59f4ca051ba779313b09fbfb1e206"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/3/3f/IconStatusEffects_deepWound.png/48px-IconStatusEffects_deepWound.png?version=0af59f4ca051ba779313b09fbfb1e206 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/3/3f/IconStatusEffects_deepWound.png/64px-IconStatusEffects_deepWound.png?version=0af59f4ca051ba779313b09fbfb1e206 2x""></a></b></i> <b>Status Effect</b>. The Survivor has <span style=""color: #e8c252;""><b>10</b></span>/<span style=""color: #199b1e;""><b>15</b></span>/<span style=""color: #ac3ee3;""><b>20</b></span>&nbsp;seconds to mend themselves.
</p><p>If the unhooked Survivor takes any damage while affected by <i><b>Deep Wound</b></i> or if its timer ends, the unhooked Survivor is immediately put into the <a href=""/Dying_State"" class=""mw-redirect"" title=""Dying State"">Dying State</a> <a href=""/Dying_State"" title=""Dying State""><img alt=""IconHelp dying.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/9/9a/IconHelp_dying.png/32px-IconHelp_dying.png?version=ca024196b5863d6ae783dc8b0624ee26"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/9/9a/IconHelp_dying.png/48px-IconHelp_dying.png?version=ca024196b5863d6ae783dc8b0624ee26 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/9/9a/IconHelp_dying.png/64px-IconHelp_dying.png?version=ca024196b5863d6ae783dc8b0624ee26 2x""></a>.
</p><p><i><span style=""color: #e3d1b6;"">""Probably stings like hell, but it ain't gonna kill ya. Up and at 'em soldier. Time to move!"" — Bill Overbeck</span></i>
</p><p><b>Unique to&nbsp;<a href=""/William_%22Bill%22_Overbeck"" title=""William &quot;Bill&quot; Overbeck"">William ""Bill"" Overbeck</a>&nbsp;until <span style=""color: #ff8800;"">Level 35</span>, at which point its Teachable version can then be learned and taught to the other&nbsp;<a href=""/Survivors"" title=""Survivors"">Survivors</a>.</b>
</p>",survivor,12
Botany Knowledge,"You transform plants found around The Campfire into tinctures that slow down bleeding.
Healing Speed and Healing Item Efficiency is increased by 11/22/33 %.
""Basic botany knowledge could save your life someday."" — Claudette Morel",Claudette,"<p>You transform plants found around <a href=""/The_Campfire"" title=""The Campfire"">The Campfire</a> into tinctures that slow down bleeding.
</p><p>Healing Speed and Healing Item Efficiency is increased by <span style=""color: #e8c252;""><b>11</b></span>/<span style=""color: #199b1e;""><b>22</b></span>/<span style=""color: #ac3ee3;""><b>33</b></span>&nbsp;%.
</p><p><i><span style=""color: #e3d1b6;"">""Basic botany knowledge could save your life someday."" — Claudette Morel</span></i>
</p>",survivor,13
Breakdown,"Any time you are unhooked or unhook yourself, the Hook  breaks and the Killer's Aura  is shown to you for 4/5/6 seconds.
""'Charge from the Belly of the Beast.'
Here's a sketch/painting on a piece of wood I saw by the side of this road. I felt like it got a story to tell. And it didn't waste its second chance."" — Jeff, ink and oil wash on slice of wood, 12x16",Jeff,"<p>Any time you are unhooked or unhook yourself, the <a href=""/Hook"" class=""mw-redirect"" title=""Hook"">Hook</a> <a href=""/Hook"" title=""Hook""><img alt=""IconHelpLoading hook.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/4/4f/IconHelpLoading_hook.png/32px-IconHelpLoading_hook.png?version=d05db622b935e6875d875c4f25de48d2"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/4/4f/IconHelpLoading_hook.png/48px-IconHelpLoading_hook.png?version=d05db622b935e6875d875c4f25de48d2 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/4/4f/IconHelpLoading_hook.png/64px-IconHelpLoading_hook.png?version=d05db622b935e6875d875c4f25de48d2 2x""></a> breaks and the Killer's <a href=""/Aura"" class=""mw-redirect"" title=""Aura"">Aura</a> <a href=""/Aura"" title=""Aura""><img alt=""IconHelp auras.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/32px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/48px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/64px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4 2x""></a> is shown to you for <span style=""color: #ab713c;""><b>4</b></span>/<span style=""color: #e8c252;""><b>5</b></span>/<span style=""color: #199b1e;""><b>6</b></span>&nbsp;seconds.
</p><p><i><span style=""color: #e3d1b6;"">""'Charge from the Belly of the Beast.'<br>Here's a sketch/painting on a piece of wood I saw by the side of this road. I felt like it got a story to tell. And it didn't waste its second chance."" — Jeff, ink and oil wash on slice of wood, 12x16</span></i>
</p>",survivor,14
Breakout,"You kick into high gear when someone's in trouble, inspiring them to overcome any obstacle.
When within 6 metres of a carried Survivor, you gain the Haste  Status Effect, moving at an increased speed of 5/6/7 %.
The carried Survivor's wiggle speed is increased by 20 %.
""Come, we’re going to rip our way out of this."" — Yui Kimura",Yui,"<p>You kick into high gear when someone's in trouble, inspiring them to overcome any obstacle.
</p><p>When within <b><span style=""color: #e8c252;"">6 metres</span></b> of a carried Survivor, you gain the <i><b><a href=""/Haste"" class=""mw-redirect"" title=""Haste"">Haste</a> <a href=""/Haste"" title=""Haste""><img alt=""IconStatusEffects haste.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/e/e7/IconStatusEffects_haste.png/32px-IconStatusEffects_haste.png?version=274628c57a52eff149385242dc7d4a3c"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/e/e7/IconStatusEffects_haste.png/48px-IconStatusEffects_haste.png?version=274628c57a52eff149385242dc7d4a3c 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/e/e7/IconStatusEffects_haste.png/64px-IconStatusEffects_haste.png?version=274628c57a52eff149385242dc7d4a3c 2x""></a></b></i> <b>Status Effect</b>, moving at an increased speed of <span style=""color: #e8c252;""><b>5</b></span>/<span style=""color: #199b1e;""><b>6</b></span>/<span style=""color: #ac3ee3;""><b>7</b></span>&nbsp;%.
</p><p>The carried Survivor's wiggle speed is increased by <b><span style=""color: #d41c1c;"">20&nbsp;%</span></b>.
</p><p><i><span style=""color: #e3d1b6;"">""Come, we’re going to rip our way out of this."" — Yui Kimura</span></i>
</p>",survivor,15
Buckle Up,"Unlocks potential in one's Aura-reading ability. 
The recovery progress of dying Survivors can be determined by the intensity of their Auras  at a distance of up to 48 metres.
When you heal a Survivor from the Dying State  to Injured , both the healed Survivor and yourself see the Killer's Aura for a duration of 4/5/6 seconds.
""Ghost beaters never leave a man behind."" — Ash Williams",Ash,"<p>Unlocks potential in one's Aura-reading ability. 
</p><p>The recovery progress of dying Survivors can be determined by the intensity of their <a href=""/Auras"" title=""Auras"">Auras</a> <a href=""/Auras"" title=""Auras""><img alt=""IconHelp auras.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/32px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/48px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/64px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4 2x""></a> at a distance of up to <b><span style=""color: #e8c252;"">48 metres</span></b>.
</p><p>When you heal a Survivor from the <a href=""/Dying_State"" class=""mw-redirect"" title=""Dying State"">Dying State</a> <a href=""/Dying_State"" title=""Dying State""><img alt=""IconHelp dying.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/9/9a/IconHelp_dying.png/32px-IconHelp_dying.png?version=ca024196b5863d6ae783dc8b0624ee26"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/9/9a/IconHelp_dying.png/48px-IconHelp_dying.png?version=ca024196b5863d6ae783dc8b0624ee26 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/9/9a/IconHelp_dying.png/64px-IconHelp_dying.png?version=ca024196b5863d6ae783dc8b0624ee26 2x""></a> to <a href=""/Injured"" class=""mw-redirect"" title=""Injured"">Injured</a> <a href=""/Injured"" title=""Injured""><img alt=""IconHelp injured.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/9/93/IconHelp_injured.png/32px-IconHelp_injured.png?version=97da7c3ddfa5b5507e2d0bc2cc36a269"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/9/93/IconHelp_injured.png/48px-IconHelp_injured.png?version=97da7c3ddfa5b5507e2d0bc2cc36a269 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/9/93/IconHelp_injured.png/64px-IconHelp_injured.png?version=97da7c3ddfa5b5507e2d0bc2cc36a269 2x""></a>, both the healed Survivor and yourself see the Killer's Aura for a duration of <span style=""color: #e8c252;""><b>4</b></span>/<span style=""color: #199b1e;""><b>5</b></span>/<span style=""color: #ac3ee3;""><b>6</b></span>&nbsp;seconds.
</p><p><i><span style=""color: #e3d1b6;"">""Ghost beaters never leave a man behind."" — Ash Williams</span></i>
</p>",survivor,16
Calm Spirit,"Animals seem to trust you as they often stay calm in your presence.
Reduces chances of alerting Crows  by 80/90/100 %.
Your calm spirit can overcome the urge to scream.",Jake,"<p>Animals seem to trust you as they often stay calm in your presence.
</p><p>Reduces chances of alerting <a href=""/Crows"" title=""Crows"">Crows</a> <a href=""/Crows"" title=""Crows""><img alt=""IconHelp crows.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/7/78/IconHelp_crows.png/32px-IconHelp_crows.png?version=316f0fe0652badce92db0106ab80926e"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/7/78/IconHelp_crows.png/48px-IconHelp_crows.png?version=316f0fe0652badce92db0106ab80926e 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/7/78/IconHelp_crows.png/64px-IconHelp_crows.png?version=316f0fe0652badce92db0106ab80926e 2x""></a> by <span style=""color: #e8c252;""><b>80</b></span>/<span style=""color: #199b1e;""><b>90</b></span>/<span style=""color: #ac3ee3;""><b>100</b></span>&nbsp;%.
</p><p>Your calm spirit can overcome the urge to scream.
</p>",survivor,17
Camaraderie,"Life has taught you the importance of friendship which has given you strength.
While you are on the Hook  in the Struggle Phase, Camaraderie activates.
If another Survivor is within 16 metres of your Hook while Camaraderie is activated, the Struggle Phase timer is paused for 26/30/34 seconds.
""So, remember once you get in there... pretend like you don't care. There you go, you're learning my friend. You're learning."" — Steve Harrington",Steve,"<p>Life has taught you the importance of friendship which has given you strength.
</p><p>While you are on the <a href=""/Hook"" class=""mw-redirect"" title=""Hook"">Hook</a> <a href=""/Hook"" title=""Hook""><img alt=""IconHelpLoading hook.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/4/4f/IconHelpLoading_hook.png/32px-IconHelpLoading_hook.png?version=d05db622b935e6875d875c4f25de48d2"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/4/4f/IconHelpLoading_hook.png/48px-IconHelpLoading_hook.png?version=d05db622b935e6875d875c4f25de48d2 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/4/4f/IconHelpLoading_hook.png/64px-IconHelpLoading_hook.png?version=d05db622b935e6875d875c4f25de48d2 2x""></a> in the <i>Struggle Phase</i>, <i>Camaraderie</i> activates.
</p><p>If another Survivor is within <b><span style=""color: #e8c252;"">16 metres</span></b> of your Hook while <i>Camaraderie</i> is activated, the <i>Struggle Phase</i> timer is paused for <span style=""color: #e8c252;""><b>26</b></span>/<span style=""color: #199b1e;""><b>30</b></span>/<span style=""color: #ac3ee3;""><b>34</b></span>&nbsp;seconds.
</p><p><i><span style=""color: #e3d1b6;"">""So, remember once you get in there... pretend like you don't care. There you go, you're learning my friend. You're learning."" — Steve Harrington</span></i>
</p>",survivor,18
Dance With Me,"When performing a fast vault or leaving a Locker  in a sprint, you leave no Scratch Marks for 3 seconds.
Dance With Me has a cool-down of 60/50/40 seconds.
""Another show's off and runnin',
Dance with me, cuz there's a storm a commin'
Follow my boots, try to keep up,
Dance with me, until sun up.""
— Kate Denson's ""Dance With Me""",Kate,"<p>When performing a fast vault or leaving a <a href=""/Locker"" class=""mw-redirect"" title=""Locker"">Locker</a> <a href=""/Locker"" title=""Locker""><img alt=""IconHelp lockers.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/d/d1/IconHelp_lockers.png/32px-IconHelp_lockers.png?version=fc2105c059578ea803cb7d2da87e3642"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/d/d1/IconHelp_lockers.png/48px-IconHelp_lockers.png?version=fc2105c059578ea803cb7d2da87e3642 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/d/d1/IconHelp_lockers.png/64px-IconHelp_lockers.png?version=fc2105c059578ea803cb7d2da87e3642 2x""></a> in a sprint, you leave no Scratch Marks for <b><span style=""color: #e8c252;"">3 seconds</span></b>.
</p><p><i>Dance With Me</i> has a cool-down of <span style=""color: #199b1e;""><b>60</b></span>/<span style=""color: #ac3ee3;""><b>50</b></span>/<span style=""color: #ff0955;""><b>40</b></span>&nbsp;seconds.
</p><p><i><span style=""color: #e3d1b6;"">""Another show's off and runnin',<br>Dance with me, cuz there's a storm a commin'<br>Follow my boots, try to keep up,<br>Dance with me, until sun up.""<br>— Kate Denson's ""Dance With Me""</span></i>
</p>",survivor,19
Dark Sense,"Unlocks potential in one's Aura-reading abilities.
Each time a Generator  is completed, the Killer's Aura is revealed to you for 5 seconds.
When the last Generator is powered, the Killer's Aura is revealed to you for 5/7/10 seconds.
""Take it from an old-timer: Slow down, don't rush and try not to worry so much! The best way to beat him is to know how he thinks."" — Murf, The Lost Tapes",All,"<p>Unlocks potential in one's Aura-reading abilities.
</p><p>Each time a <a href=""/Generator"" class=""mw-redirect"" title=""Generator"">Generator</a> <a href=""/Generator"" title=""Generator""><img alt=""IconHelpLoading generators.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/c/c4/IconHelpLoading_generators.png/32px-IconHelpLoading_generators.png?version=2cb17e41664dcdd121ae182892bb6492"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/c/c4/IconHelpLoading_generators.png/48px-IconHelpLoading_generators.png?version=2cb17e41664dcdd121ae182892bb6492 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/c/c4/IconHelpLoading_generators.png/64px-IconHelpLoading_generators.png?version=2cb17e41664dcdd121ae182892bb6492 2x""></a> is completed, the Killer's Aura is revealed to you for <b><span style=""color: #e8c252;"">5 seconds</span></b>.
</p><p>When the last Generator is powered, the Killer's Aura is revealed to you for <span style=""color: #199b1e;""><b>5</b></span>/<span style=""color: #ac3ee3;""><b>7</b></span>/<span style=""color: #ff0955;""><b>10</b></span>&nbsp;seconds.
</p><p><i><span style=""color: #e3d1b6;"">""Take it from an old-timer: Slow down, don't rush and try not to worry so much! The best way to beat him is to know how he thinks."" — Murf, The Lost Tapes</span></i>
</p>",survivor,20
Dead Hard,"Activate-able Perk.
You can take a beating. When Injured, tap into your adrenaline bank and dash forward quickly to avoid damage.

Press the Active Ability button while running to dash forward.
During the dash, you avoid damage.
Causes the Exhausted  Status Effect for 60/50/40 seconds.
Dead Hard cannot be used while Exhausted.
You do not recover from Exhaustion while running.
""We were walkin' through t'ginnel one night when a beer bottle flew past me, then another, and another. I thought to myself ""Gonna 'ave some fun 'ere lads, let's get stuck in!' "". It were a right dust up, I swear down!"" — David King",David,"<p>Activate-able Perk.
</p><p>You can take a beating. When Injured, tap into your adrenaline bank and dash forward quickly to avoid damage.
</p>
<ul><li>Press the <b><span style=""color: #e8c252;"">Active Ability</span></b> button while running to dash forward.</li>
<li>During the dash, you avoid damage.</li></ul>
<p>Causes the <i><b><a href=""/Exhausted"" class=""mw-redirect"" title=""Exhausted"">Exhausted</a> <a href=""/Exhausted"" title=""Exhausted""><img alt=""IconStatusEffects exhausted.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/e/ef/IconStatusEffects_exhausted.png/32px-IconStatusEffects_exhausted.png?version=4875b3d1f0c5d127a1d808a66c03a2d4"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/e/ef/IconStatusEffects_exhausted.png/48px-IconStatusEffects_exhausted.png?version=4875b3d1f0c5d127a1d808a66c03a2d4 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/e/ef/IconStatusEffects_exhausted.png/64px-IconStatusEffects_exhausted.png?version=4875b3d1f0c5d127a1d808a66c03a2d4 2x""></a></b></i> <b>Status Effect</b> for <span style=""color: #e8c252;""><b>60</b></span>/<span style=""color: #199b1e;""><b>50</b></span>/<span style=""color: #ac3ee3;""><b>40</b></span>&nbsp;seconds.
</p><p><i>Dead Hard</i> cannot be used while <i><b>Exhausted</b></i>.
</p><p><i>You do not recover from <b>Exhaustion</b> while running.</i>
</p><p><i><span style=""color: #e3d1b6;"">""We were walkin' through t'ginnel one night when a beer bottle flew past me, then another, and another. I thought to myself ""Gonna 'ave some fun 'ere lads, let's get stuck in!' "". It were a right dust up, I swear down!"" — David King</span></i>
</p>",survivor,21
